id,created_at,source,original_text,clean_text,sentiment,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,possibly_sensitive,hashtags,user_mentions,place,place_coord_boundaries
1225159659499114496,Wed Feb 05 20:49:59 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @johnnyballer11: Don’t get duped ! #fraud #sportsbetting don’t tip @RazorSharpPicks or @SharpNickel,Don ’ t duped don ’ t tip,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,1,johnnyballer11,,"fraud, sportsbetting","johnnyballer11, RazorSharpPicks, SharpNickel",,
1225159625059684354,Wed Feb 05 20:49:51 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Don’t get duped ! #fraud #sportsbetting don’t tip @RazorSharpPicks or @SharpNickel,Don ’ t duped don ’ t tip,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,1,1,johnnyballer11,,"fraud, sportsbetting","RazorSharpPicks, SharpNickel",,
1225159565504851968,Wed Feb 05 20:49:37 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@asc96b @MichaelCoudrey @Lianamarie03 And to Obola whichHER involved so it  assures #blackmail on Obola so he can’t prosecute HER!,And Obola whichHER involved assures Obola ’ t prosecute HER,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,Nolanelle,,blackmail,"asc96b, MichaelCoudrey, Lianamarie03",USA,
1225159466699689990,Wed Feb 05 20:49:13 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@aflac Critical illness coverage is fraudulent.  Advertised as 1 year coverage.  Honors only 11 months. #fraud,Critical illness coverage fraudulent Advertised 1 year coverage Honors 11 months,"Sentiment(polarity=0.0, subjectivity=0.8)",0.0,0.8,en,0,0,forester_daniel,,fraud,aflac,"Columbia Heights, MN",
1225159424479768577,Wed Feb 05 20:49:03 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@RealSaavedra There are other reasons

Connect the dots: Massachusetts Gov + #johnkerry #baincapital #BurismaBiden… https://t.co/jWr3uvuCT0",There reasons Connect dots Massachusetts Gov …,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,2,0,blackandrighthg,,"johnkerry, baincapital, BurismaBiden",RealSaavedra,,
1225159322377826308,Wed Feb 05 20:48:39 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",You don't get to have terms. You're out.  @EU_Justice #Polygraph #IndustrialEspionage #Fraud #GlobalIPR #GlobalIPO #Global♡,You n't terms You 're,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,IthinonNous,,"Polygraph, IndustrialEspionage, Fraud, GlobalIPR, GlobalIPO, Global",EU_Justice,Planet Earth,
1225159291063148544,Wed Feb 05 20:48:32 +0000 2020,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RT @Linda_Paris: He trafficks kids!!! #blackmail,He trafficks kids,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,13,LStorry,,blackmail,Linda_Paris,,
1225159285585391616,Wed Feb 05 20:48:30 +0000 2020,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Zambian state telecom starts biometrics collection process to prevent SIM fraud https://t.co/jhfze3JcBC via… https://t.co/IPLMQK27Hr,Zambian state telecom starts biometrics collection process prevent SIM fraud via…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,ID_RnD,False,,,"New York, NY",
1225159137283145731,Wed Feb 05 20:47:55 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@SenatorSinema You classy last night but #Clueless today, please explain what #ImpeachableOffenses our President co… https://t.co/UaYAaSsuu8",You classy night today explain President co…,"Sentiment(polarity=0.1, subjectivity=0.9)",0.1,0.9,en,4,0,gymnovice2017,,"Clueless, ImpeachableOffenses",SenatorSinema,"Massachusetts, USA",
1225159029267337217,Wed Feb 05 20:47:29 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@EWErickson Wrong...👇

▶️ Romney works 4 ppl in Utah not 4 himself.

▶️ Pres Trump is more popular than Romney in U… https://t.co/ubQV2bPjrn",Wrong ... ▶️ Romney works 4 ppl Utah 4 ▶️ Pres Trump popular Romney U…,"Sentiment(polarity=0.04999999999999999, subjectivity=0.9)",0.04999999999999999,0.9,en,0,0,VoiceMainstreet,False,,EWErickson,Mainstreet USA,
